uei,start,end,state,location,deaths
UEI-IMD-FL-1973-0012,1973-08-15,1973-08-21,"Rajasthan, Punjab, Uttar Pradesh",,79.0
UEI-IMD-FL-1973-0013,1973-08-31,1973-08-31,Gujarat,,
UEI-IMD-FL-1973-0014,1973-08-31,1973-09-09,Gujarat,,66.0
UEI-IMD-FL-1973-0016,1973-10-01,1973-10-07,"Uttar Pradesh, Bihar",,145.0
UEI-IMD-FL-1973-0017,1973-10-08,1973-10-14,"Bihar, Odisha, West Bengal, Assam, Andhra Pradesh",,77.0
UEI-IMD-FL-1974-0001,1974-06-01,1974-09-01,Assam,,
UEI-IMD-FL-1974-0002,1974-07-01,1974-08-03,"Bihar, West Bengal",,
UEI-IMD-FL-1974-0003,1974-07-01,1974-08-07,Maharashtra,,50.0
UEI-IMD-FL-1974-0004,1974-07-01,1974-07-07,Maharashtra,,17.0
UEI-IMD-FL-1974-0005,1974-07-22,1974-07-28,"Kerala, Karnataka",,
UEI-IMD-FL-1975-0001,1975-05-15,1975-05-31,Assam,,
UEI-IMD-FL-1975-0003,1975-06-01,1975-06-15,West Bengal,,
UEI-IMD-FL-1975-0021,1975-06-15,1975-06-30,Karnataka,,
UEI-IMD-FL-1975-0022,1975-06-15,1975-06-30,Karnataka,,
UEI-IMD-FL-1975-0025,1975-06-15,1975-06-30,Kerala,,
UEI-IMD-FL-1975-0018,1975-06-20,1975-09-06,Maharashtra,,
UEI-IMD-FL-1975-0002,1975-06-22,1975-06-28,Assam,,
UEI-IMD-FL-1975-0016,1975-07-01,1975-08-07,Uttar Pradesh,,
UEI-IMD-FL-1975-0013,1975-07-15,1975-07-31,Rajasthan,,
UEI-IMD-FL-1975-0004,1975-07-22,1975-07-28,West Bengal,,
UEI-IMD-FL-1975-0007,1975-07-22,1975-07-28,Bihar,,26.0
UEI-IMD-FL-1975-0014,1975-08-01,1975-08-07,Rajasthan,,
UEI-IMD-FL-1975-0019,1975-08-01,1975-08-07,Maharashtra,,10.0
UEI-IMD-FL-1975-0020,1975-08-01,1975-08-31,Maharashtra,,
UEI-IMD-FL-1975-0023,1975-08-01,1975-08-27,Karnataka,,
UEI-IMD-FL-1976-0016,1975-08-01,1975-08-31,Rajasthan,,
UEI-IMD-FL-1975-0005,1975-08-15,1975-08-21,West Bengal,,
UEI-IMD-FL-1975-0011,1975-08-15,1975-08-21,Odisha,,43.0
UEI-IMD-FL-1975-0008,1975-08-20,1975-08-24,Bihar,,
UEI-IMD-FL-1975-0009,1975-08-25,1975-08-25,Bihar,,200.0
UEI-IMD-FL-1975-0015,1975-09-01,1975-09-07,Rajasthan,,
UEI-IMD-FL-1975-0012,1975-09-08,1975-09-14,Odisha,,
UEI-IMD-FL-1975-0017,1975-09-08,1975-09-14,Uttar Pradesh,,25.0
UEI-IMD-FL-1975-0006,1975-09-22,1975-09-28,"West Bengal, Bihar",,
UEI-IMD-FL-1975-0010,1975-09-22,1975-09-28,Bihar,,11.0
UEI-IMD-FL-1975-0024,1975-10-08,1975-10-21,Andhra Pradesh,,
UEI-IMD-FL-1975-0026,1975-11-01,1975-11-07,Kerala,,4.0
UEI-IMD-FL-1975-0027,1975-11-21,1975-11-27,Tamil Nadu,,
UEI-IMD-FL-1976-0027,1976-05-11,1976-05-11,Tamil Nadu,,
UEI-IMD-FL-1976-0001,1976-06-08,1976-06-14,"Assam, Manipur, Tripura,  Arunachal Pradesh",,
UEI-IMD-FL-1976-0003,1976-06-22,1976-06-28,West Bengal,,3.0
UEI-IMD-FL-1976-0025,1976-07-01,1976-07-07,Telangana,,15.0
UEI-IMD-FL-1976-0018,1976-07-08,1976-07-14,Gujarat,,
UEI-IMD-FL-1976-0002,1976-07-15,1976-07-21,"Assam, Manipur, Arunachal Pradesh",,44.0
UEI-IMD-FL-1976-0022,1976-07-15,1976-07-21,Maharashtra,,
UEI-IMD-FL-1976-0026,1976-07-22,1976-07-28,Kerala,,20.0
UEI-IMD-FL-1976-0019,1976-07-31,1976-07-31,Dadra and Nagar Haveli,,15.0
UEI-IMD-FL-1976-0023,1976-07-31,1976-07-31,Maharashtra,,3.0
UEI-IMD-FL-1976-0004,1976-08-01,1976-08-07,West Bengal,,
UEI-IMD-FL-1976-0013,1976-08-01,1976-09-07,Punjab,,85.0
UEI-IMD-FL-1976-0014,1976-08-01,1976-08-07,Jammu and Kashmir,,
UEI-IMD-FL-1976-0020,1976-08-01,1976-08-07,Gujarat,,
UEI-IMD-FL-1976-0008,1976-08-08,1976-08-14,Odisha,,
UEI-IMD-FL-1976-0015,1976-08-08,1976-08-14,Jammu and Kashmir,,68.0
UEI-IMD-FL-1976-0005,1976-08-15,1976-08-21,West Bengal,,200.0
UEI-IMD-FL-1976-0006,1976-08-15,1976-08-21,West Bengal,,
UEI-IMD-FL-1976-0010,1976-08-15,1976-08-21,Uttar Pradesh,,
UEI-IMD-FL-1976-0012,1976-08-18,1976-08-18,Delhi,,
UEI-IMD-FL-1976-0021,1976-08-22,1976-08-28,Gujarat,,
UEI-IMD-FL-1976-0024,1976-09-01,1976-09-07,Maharashtra,,
UEI-IMD-FL-1976-0009,1976-09-08,1976-09-21,Bihar,,
UEI-IMD-FL-1976-0011,1976-09-08,1976-09-21,Uttar Pradesh,,228.0
UEI-IMD-FL-1976-0007,1976-09-15,1976-09-21,West Bengal,,
UEI-IMD-FL-1976-0017,1976-09-22,1976-09-28,Rajasthan,,
UEI-IMD-FL-1976-0028,1976-10-08,1976-10-21,Tamil Nadu,,2.0
UEI-IMD-FL-1976-0029,1976-11-15,1976-11-21,Tamil Nadu,,5.0
UEI-IMD-FL-1978-0033,1978-02-01,1978-02-07,Madhya Pradesh,,
UEI-IMD-FL-1978-0040,1978-02-01,1978-02-07,Maharashtra,,50.0
UEI-IMD-FL-1978-0020,1978-03-01,1978-03-07,Delhi,,
UEI-IMD-FL-1978-0041,1978-03-08,1978-03-14,Maharashtra,,
UEI-IMD-FL-1978-0054,1978-04-01,1978-04-07,Tamil Nadu,,
UEI-IMD-FL-1978-0003,1978-06-08,1978-06-14,Assam,,
UEI-IMD-FL-1978-0042,1978-06-08,1978-06-14,Maharashtra,,9.0
UEI-IMD-FL-1978-0059,1978-06-15,1978-06-21,Uttar Pradesh,,2.0
UEI-IMD-FL-1978-0004,1978-06-22,1978-06-28,Assam,,9.0
UEI-IMD-FL-1978-0043,1978-06-22,1978-06-28,Maharashtra,,
UEI-IMD-FL-1978-0053,1978-06-22,1978-06-28,Rajasthan,,80.0
UEI-IMD-FL-1978-0034,1978-07-01,1978-07-07,Madhya Pradesh,,11.0
UEI-IMD-FL-1978-0044,1978-07-08,1978-07-14,Maharashtra,,1.0
UEI-IMD-FL-1978-0005,1978-07-15,1978-07-21,Assam,,2.0
UEI-IMD-FL-1978-0012,1978-07-15,1978-07-28,Bihar,,27.0
UEI-IMD-FL-1978-0030,1978-07-15,1978-07-21,Karnataka,,9.0
UEI-IMD-FL-1978-0051,1978-07-15,1978-07-21,Rajasthan,,9.0
UEI-IMD-FL-1978-0052,1978-07-15,1978-07-21,Rajasthan,,2.0
UEI-IMD-FL-1978-0060,1978-07-15,1978-07-28,Uttar Pradesh,,161.0
UEI-IMD-FL-1978-0025,1978-07-22,1978-07-28,Himachal Pradesh,,1.0
UEI-IMD-FL-1978-0031,1978-07-22,1978-07-28,Karnataka,,4.0
UEI-IMD-FL-1978-0035,1978-07-22,1978-07-28,Madhya Pradesh,,
UEI-IMD-FL-1978-0045,1978-07-22,1978-07-28,Maharashtra,,16.0
UEI-IMD-FL-1978-0048,1978-07-22,1978-07-28,Punjab,,1.0
UEI-IMD-FL-1978-0058,1978-07-22,1978-07-28,Tripura,,
UEI-IMD-FL-1978-0001,1978-08-01,1978-08-21,Andhra Pradesh,,
UEI-IMD-FL-1978-0002,1978-08-01,1978-08-21,Andhra Pradesh,,44.0
UEI-IMD-FL-1978-0013,1978-08-01,1978-08-07,Bihar,,
UEI-IMD-FL-1978-0021,1978-08-01,1978-08-07,Delhi,,
UEI-IMD-FL-1978-0036,1978-08-01,1978-08-07,Madhya Pradesh,,
UEI-IMD-FL-1978-0049,1978-08-01,1978-08-07,Punjab,,
UEI-IMD-FL-1978-0061,1978-08-01,1978-08-07,Uttar Pradesh,,2.0
UEI-IMD-FL-1978-0050,1978-08-03,1978-08-04,Punjab,,14.0
UEI-IMD-FL-1978-0006,1978-08-08,1978-08-14,Assam,,
UEI-IMD-FL-1978-0014,1978-08-08,1978-08-14,Bihar,,36.0
UEI-IMD-FL-1978-0015,1978-08-08,1978-08-21,Bihar,,45.0
UEI-IMD-FL-1978-0028,1978-08-08,1978-08-14,Jammu and Kashmir,,
UEI-IMD-FL-1978-0062,1978-08-08,1978-08-14,Uttar Pradesh,,29.0
UEI-IMD-FL-1978-0007,1978-08-15,1978-08-28,West Bengal,,16.0
UEI-IMD-FL-1978-0016,1978-08-15,1978-08-21,Bihar,,
UEI-IMD-FL-1978-0026,1978-08-15,1978-08-21,Himachal Pradesh,,44.0
UEI-IMD-FL-1978-0029,1978-08-15,1978-08-21,Jammu and Kashmir,,
UEI-IMD-FL-1978-0037,1978-08-15,1978-08-21,Madhya Pradesh,,
UEI-IMD-FL-1978-0047,1978-08-15,1978-08-21,Odisha,,
UEI-IMD-FL-1978-0063,1978-08-15,1978-08-21,Uttar Pradesh,,12.0
UEI-IMD-FL-1978-0023,1978-08-22,1978-08-28,Gujarat,,19.0
UEI-IMD-FL-1978-0038,1978-08-22,1978-08-28,Madhya Pradesh,,
UEI-IMD-FL-1978-0046,1978-08-22,1978-08-28,Maharashtra,,3.0
UEI-IMD-FL-1978-0008,1978-09-01,1978-09-07,West Bengal,,64.0
UEI-IMD-FL-1978-0022,1978-09-01,1978-09-07,Delhi,,33.0
UEI-IMD-FL-1978-0024,1978-09-01,1978-09-07,Haryana,,10.0
UEI-IMD-FL-1978-0027,1978-09-01,1978-09-07,Himachal Pradesh,,44.0
UEI-IMD-FL-1978-0039,1978-09-01,1978-09-07,Madhya Pradesh,,2.0
UEI-IMD-FL-1978-0064,1978-09-01,1978-09-07,Uttar Pradesh,,850.0
UEI-IMD-FL-1978-0009,1978-09-08,1978-09-14,West Bengal,,86.0
UEI-IMD-FL-1978-0017,1978-09-08,1978-09-14,Bihar,,
UEI-IMD-FL-1978-0065,1978-09-08,1978-09-14,Uttar Pradesh,,51.0
UEI-IMD-FL-1978-0066,1978-09-08,1978-09-21,Uttar Pradesh,,
UEI-IMD-FL-1978-0010,1978-09-22,1978-09-28,West Bengal,,177.0
UEI-IMD-FL-1978-0018,1978-09-22,1978-09-28,Bihar,,6.0
UEI-IMD-FL-1978-0067,1978-09-22,1978-09-28,Uttar Pradesh,,
UEI-IMD-FL-1978-0011,1978-10-01,1978-10-07,West Bengal,,58.0
UEI-IMD-FL-1978-0019,1978-10-01,1978-10-07,Bihar,,
UEI-IMD-FL-1978-0032,1978-11-01,1978-11-07,Kerala,,44.0
UEI-IMD-FL-1978-0055,1978-11-01,1978-11-07,Tamil Nadu,,200.0
UEI-IMD-FL-1978-0056,1978-11-22,1978-11-28,Tamil Nadu,,
UEI-IMD-FL-1978-0057,1978-12-22,1978-12-28,Tamil Nadu,,45.0
UEI-IMD-FL-1979-0032,1979-01-22,1979-02-14,Maharashtra,,9.0
UEI-IMD-FL-1979-0043,1979-02-21,1979-02-21,Delhi,,
UEI-IMD-FL-1979-0057,1979-03-09,1979-03-09,Uttarakhand,,
UEI-IMD-FL-1979-0048,1979-05-12,1979-11-13,Tamil Nadu,,4.0
UEI-IMD-FL-1979-0010,1979-05-22,1979-05-28,Jammu and Kashmir,,8.0
UEI-IMD-FL-1979-0021,1979-06-10,1979-06-19,Kerala,,
UEI-IMD-FL-1979-0022,1979-06-14,1979-06-14,Kerala,,
UEI-IMD-FL-1979-0033,1979-06-24,1979-06-24,Maharashtra,,2.0
UEI-IMD-FL-1979-0028,1979-06-25,1979-06-25,Madhya Pradesh,,31.0
UEI-IMD-FL-1979-0003,1979-06-30,1979-06-30,Assam,,
UEI-IMD-FL-1979-0004,1979-07-01,1979-07-07,Assam,,3.0
UEI-IMD-FL-1979-0029,1979-07-01,1979-07-01,Madhya Pradesh,,2.0
UEI-IMD-FL-1979-0023,1979-07-02,1979-07-02,Kerala,,4.0
UEI-IMD-FL-1979-0036,1979-07-03,1979-07-04,Maharashtra,,10.0
UEI-IMD-FL-1979-0011,1979-07-08,1979-07-14,Jammu and Kashmir,,
UEI-IMD-FL-1979-0034,1979-07-08,1979-07-08,Maharashtra,,
UEI-IMD-FL-1979-0044,1979-07-08,1979-07-21,Rajasthan,,581.0
UEI-IMD-FL-1979-0058,1979-07-08,1979-07-28,"Uttar Pradesh, Uttarakhand",,11.0
UEI-IMD-FL-1979-0060,1979-07-10,1979-07-10,West Bengal,,
UEI-IMD-FL-1979-0005,1979-07-22,1979-07-28,Assam,,
UEI-IMD-FL-1979-0046,1979-07-22,1979-07-22,Sikkim,,2.0
UEI-IMD-FL-1979-0053,1979-07-23,1979-11-18,Tamil Nadu,,3.0
UEI-IMD-FL-1979-0024,1979-07-29,1979-07-31,Kerala,,
UEI-IMD-FL-1979-0025,1979-08-01,1979-08-03,Kerala,,3.0
UEI-IMD-FL-1979-0035,1979-08-01,1979-08-07,Maharashtra,,7.0
UEI-IMD-FL-1979-0013,1979-08-02,1979-08-02,Karnataka,,
UEI-IMD-FL-1979-0014,1979-08-03,1979-08-04,Karnataka,,
UEI-IMD-FL-1979-0030,1979-08-03,1979-08-03,Madhya Pradesh,,4.0
UEI-IMD-FL-1979-0045,1979-08-03,1979-08-04,Rajasthan,,
UEI-IMD-FL-1979-0061,1979-08-05,1979-08-08,Uttar Pradesh,,
UEI-IMD-FL-1979-0026,1979-08-06,1979-08-07,Kerala,,
UEI-IMD-FL-1979-0012,1979-08-08,1979-08-09,Jammu and Kashmir,,
UEI-IMD-FL-1979-0037,1979-08-08,1979-08-10,Maharashtra,,40.0
UEI-IMD-FL-1979-0059,1979-08-08,1979-08-21,Uttar Pradesh,,76.0
UEI-IMD-FL-1979-0007,1979-08-11,1979-08-11,Gujarat,,
UEI-IMD-FL-1979-0008,1979-08-11,1979-08-11,Gujarat,,1485.0
UEI-IMD-FL-1979-0006,1979-09-08,1979-09-14,Assam,,
UEI-IMD-FL-1979-0038,1979-09-08,1979-09-28,Maharashtra,,
UEI-IMD-FL-1979-0015,1979-09-13,1979-09-13,Karnataka,,35.0
UEI-IMD-FL-1979-0016,1979-09-16,1979-09-16,Karnataka,,
UEI-IMD-FL-1979-0039,1979-09-16,1979-09-16,Maharashtra,,1.0
UEI-IMD-FL-1979-0018,1979-09-22,1979-09-28,Karnataka,,
UEI-IMD-FL-1979-0017,1979-09-25,1979-09-25,Karnataka,,
UEI-IMD-FL-1979-0040,1979-09-25,1979-09-25,Maharashtra,,1.0
UEI-IMD-FL-1979-0041,1979-09-27,1979-09-27,Maharashtra,,
UEI-IMD-FL-1979-0002,1979-10-01,1979-10-14,Arunachal Pradesh,,5.0
UEI-IMD-FL-1979-0019,1979-10-08,1979-10-08,Karnataka,,1.0
UEI-IMD-FL-1979-0031,1979-10-08,1979-10-14,Madhya Pradesh,,
UEI-IMD-FL-1979-0042,1979-11-04,1979-11-04,Maharashtra,,2.0
UEI-IMD-FL-1979-0049,1979-11-13,1979-11-20,Tamil Nadu,,19.0
UEI-IMD-FL-1979-0052,1979-11-13,1979-11-20,Tamil Nadu,,9.0
UEI-IMD-FL-1979-0054,1979-11-13,1979-11-20,Tamil Nadu,,18.0
UEI-IMD-FL-1979-0055,1979-11-13,1979-11-22,Tamil Nadu,,9.0
UEI-IMD-FL-1979-0001,1979-11-15,1979-11-25,Andhra Pradesh,,
UEI-IMD-FL-1979-0009,1979-11-15,1979-11-28,Gujarat,,
UEI-IMD-FL-1979-0027,1979-11-15,1979-11-19,Kerala,,
UEI-IMD-FL-1979-0020,1979-11-16,1979-11-16,Karnataka,,
UEI-IMD-FL-1979-0047,1979-11-17,1979-11-23,Tamil Nadu,,18.0
UEI-IMD-FL-1979-0051,1979-11-19,1979-11-19,Tamil Nadu,,34.0
UEI-IMD-FL-1979-0050,1979-11-22,1979-11-22,Tamil Nadu,,
UEI-IMD-FL-1979-0056,1979-12-11,1979-12-11,Tamil Nadu,,30.0
UEI-IMD-FL-1980-0016,1980-02-07,1980-02-07,Karnataka,,
UEI-IMD-FL-1980-0017,1980-05-07,1980-05-07,Karnataka,,
UEI-IMD-FL-1980-0002,1980-06-15,1980-06-28,Assam,,
UEI-IMD-FL-1980-0021,1980-06-15,1980-06-21,Kerala,,3.0
UEI-IMD-FL-1980-0031,1980-06-15,1980-06-15,Maharashtra,,1.0
UEI-IMD-FL-1980-0008,1980-06-22,1980-07-31,Gujarat,,27.0
UEI-IMD-FL-1980-0022,1980-06-22,1980-06-28,Kerala,,
UEI-IMD-FL-1980-0047,1980-06-25,1980-06-25,Punjab,,
UEI-IMD-FL-1980-0055,1980-06-25,1980-06-25,Uttarakhand,,25.0
UEI-IMD-FL-1980-0011,1980-07-01,1980-07-01,Delhi,,1.0
UEI-IMD-FL-1980-0018,1980-07-01,1980-07-07,Karnataka,,3.0
UEI-IMD-FL-1980-0023,1980-07-01,1980-07-14,Kerala,,8.0
UEI-IMD-FL-1980-0027,1980-07-01,1980-07-07,Madhya Pradesh,,
UEI-IMD-FL-1980-0032,1980-07-01,1980-07-07,Maharashtra,,2.0
UEI-IMD-FL-1980-0035,1980-07-01,1980-07-07,Goa,,
UEI-IMD-FL-1980-0036,1980-07-01,1980-07-07,Maharashtra,,
UEI-IMD-FL-1980-0052,1980-07-01,1980-07-07,Tamil Nadu,,1.0
UEI-IMD-FL-1980-0010,1980-07-08,1980-07-28,Haryana,,3.0
UEI-IMD-FL-1980-0012,1980-07-08,1980-07-28,Delhi,,4.0
UEI-IMD-FL-1980-0013,1980-07-08,1980-07-21,Chandigarh,,3.0
UEI-IMD-FL-1980-0015,1980-07-08,1980-07-14,Jammu and Kashmir,,1.0
UEI-IMD-FL-1980-0048,1980-07-08,1980-07-21,Punjab,,21.0
UEI-IMD-FL-1980-0050,1980-07-08,1980-07-21,Rajasthan,,27.0
UEI-IMD-FL-1980-0056,1980-07-08,1980-07-08,Uttar Pradesh,,8.0
UEI-IMD-FL-1980-0057,1980-07-08,1980-07-14,"Uttar Pradesh, Uttarakhand",,49.0
UEI-IMD-FL-1980-0014,1980-07-12,1980-07-12,Himachal Pradesh,,4.0
UEI-IMD-FL-1980-0005,1980-07-15,1980-07-21,Bihar,,
UEI-IMD-FL-1980-0049,1980-07-15,1980-07-28,Punjab,,
UEI-IMD-FL-1980-0058,1980-07-15,1980-07-28,"Uttar Pradesh, Uttarakhand",,130.0
UEI-IMD-FL-1980-0041,1980-07-22,1980-07-28,Maharashtra,,
UEI-IMD-FL-1980-0045,1980-08-01,1980-08-07,Odisha,,
UEI-IMD-FL-1980-0059,1980-08-01,1980-09-21,"Uttar Pradesh, Uttarakhand",,1313.0
UEI-IMD-FL-1980-0033,1980-08-04,1980-08-04,Maharashtra,,1.0
UEI-IMD-FL-1980-0037,1980-08-04,1980-08-04,Maharashtra,,
UEI-IMD-FL-1980-0003,1980-08-06,1980-08-06,Assam,,1.0
UEI-IMD-FL-1980-0004,1980-08-08,1980-08-21,Assam,,23.0
UEI-IMD-FL-1980-0006,1980-08-08,1980-08-14,Bihar,,18.0
UEI-IMD-FL-1980-0019,1980-08-08,1980-08-14,Karnataka,,3.0
UEI-IMD-FL-1980-0039,1980-08-15,1980-08-21,Maharashtra,,13.0
UEI-IMD-FL-1980-0040,1980-08-15,1980-08-28,Maharashtra,,15.0
UEI-IMD-FL-1980-0038,1980-08-18,1980-08-18,Maharashtra,,
UEI-IMD-FL-1980-0034,1980-08-21,1980-08-22,Maharashtra,,45.0
UEI-IMD-FL-1980-0007,1980-08-22,1980-08-28,Bihar,,3.0
UEI-IMD-FL-1980-0020,1980-08-22,1980-08-28,Karnataka,,7.0
UEI-IMD-FL-1980-0024,1980-08-22,1980-08-28,Kerala,,2.0
UEI-IMD-FL-1980-0051,1980-08-22,1980-08-28,Sikkim,,
UEI-IMD-FL-1980-0009,1980-08-31,1980-08-31,Gujarat,,
UEI-IMD-FL-1980-0028,1980-08-31,1980-08-31,Madhya Pradesh,,6.0
UEI-IMD-FL-1980-0042,1980-08-31,1980-08-31,Maharashtra,,7.0
UEI-IMD-FL-1980-0043,1980-09-01,1980-09-07,Maharashtra,,
UEI-IMD-FL-1980-0060,1980-09-01,1980-09-07,West Bengal,,60.0
UEI-IMD-FL-1980-0001,1980-09-15,1980-09-21,Andhra Pradesh,,85.0
UEI-IMD-FL-1980-0029,1980-09-15,1980-09-21,Chhattisgarh,,1.0
UEI-IMD-FL-1980-0030,1980-09-15,1980-09-28,Chhattisgarh,,22.0
UEI-IMD-FL-1980-0046,1980-09-15,1980-09-21,Odisha,,220.0
UEI-IMD-FL-1980-0025,1980-09-22,1980-09-28,Kerala,,
UEI-IMD-FL-1980-0026,1980-10-01,1980-10-07,Kerala,,
UEI-IMD-FL-1980-0044,1980-10-05,1980-10-05,Manipur,,
UEI-IMD-FL-1980-0053,1980-11-12,1980-11-12,Tamil Nadu,,1.0
UEI-IMD-FL-1980-0054,1980-11-15,1980-11-21,Tamil Nadu,,
UEI-IMD-FL-1981-0068,1981-01-08,1981-01-14,Punjab,,
UEI-IMD-FL-1981-0043,1981-01-18,1981-01-18,Maharashtra,,
UEI-IMD-FL-1981-0065,1981-03-22,1981-03-22,Odisha,,
UEI-IMD-FL-1981-0066,1981-04-03,1981-04-03,Odisha,,
UEI-IMD-FL-1981-0082,1981-05-01,1981-05-31,West Bengal,,
UEI-IMD-FL-1981-0083,1981-05-27,1981-05-27,West Bengal,,
UEI-IMD-FL-1981-0031,1981-06-01,1981-06-07,Kerala,,39.0
UEI-IMD-FL-1981-0044,1981-06-06,1981-06-07,Maharashtra,,1.0
UEI-IMD-FL-1981-0032,1981-06-08,1981-06-08,Kerala,,
UEI-IMD-FL-1981-0060,1981-06-09,1981-06-09,Maharashtra,,
UEI-IMD-FL-1981-0084,1981-06-09,1981-06-09,West Bengal,,
UEI-IMD-FL-1981-0061,1981-06-10,1981-06-10,Maharashtra,,
UEI-IMD-FL-1981-0033,1981-06-14,1981-06-14,Kerala,,2.0
UEI-IMD-FL-1981-0085,1981-06-15,1981-06-28,West Bengal,,
UEI-IMD-FL-1981-0045,1981-06-20,1981-06-20,Maharashtra,,
UEI-IMD-FL-1981-0005,1981-06-22,1981-06-28,Assam,,
UEI-IMD-FL-1981-0046,1981-06-22,1981-06-28,Maharashtra,,
UEI-IMD-FL-1981-0067,1981-06-24,1981-06-24,Odisha,,
UEI-IMD-FL-1981-0010,1981-06-30,1981-07-01,Delhi,,1.0
UEI-IMD-FL-1981-0012,1981-06-30,1981-06-30,Gujarat,,
UEI-IMD-FL-1981-0076,1981-06-30,1981-06-30,Uttar Pradesh,,18.0
UEI-IMD-FL-1981-0006,1981-07-01,1981-07-07,Assam,,1.0
UEI-IMD-FL-1981-0008,1981-07-01,1981-07-07,Bihar,,3.0
UEI-IMD-FL-1981-0064,1981-07-01,1981-07-07,Nagaland,,
UEI-IMD-FL-1981-0075,1981-07-01,1981-07-07,Tripura,,
UEI-IMD-FL-1981-0077,1981-07-01,1981-07-31,"Uttar Pradesh, Uttarakhand",,148.0
UEI-IMD-FL-1981-0086,1981-07-01,1981-07-07,West Bengal,,
UEI-IMD-FL-1981-0087,1981-07-01,1981-07-07,West Bengal,,
UEI-IMD-FL-1981-0047,1981-07-04,1981-07-05,Maharashtra,,
UEI-IMD-FL-1981-0009,1981-07-08,1981-07-28,Bihar,,
UEI-IMD-FL-1981-0037,1981-07-08,1981-07-14,Madhya Pradesh,,1.0
UEI-IMD-FL-1981-0013,1981-07-09,1981-07-10,Gujarat,,18.0
UEI-IMD-FL-1981-0088,1981-07-10,1981-07-10,West Bengal,,
UEI-IMD-FL-1981-0007,1981-07-15,1981-07-21,Assam,,11.0
UEI-IMD-FL-1981-0069,1981-07-15,1981-07-21,Punjab,,
UEI-IMD-FL-1981-0072,1981-07-15,1981-07-21,Rajasthan,,100.0
UEI-IMD-FL-1981-0073,1981-07-15,1981-07-21,Rajasthan,,205.0
UEI-IMD-FL-1981-0048,1981-07-16,1981-07-16,Maharashtra,,
UEI-IMD-FL-1981-0038,1981-07-22,1981-07-28,Madhya Pradesh,,
UEI-IMD-FL-1981-0070,1981-07-22,1981-07-28,Punjab,,
UEI-IMD-FL-1981-0023,1981-07-25,1981-07-31,Jammu and Kashmir,,9.0
UEI-IMD-FL-1981-0034,1981-07-27,1981-07-27,Kerala,,
UEI-IMD-FL-1981-0011,1981-08-01,1981-08-07,Chandigarh,,
UEI-IMD-FL-1981-0026,1981-08-01,1981-08-07,Karnataka,,
UEI-IMD-FL-1981-0049,1981-08-01,1981-08-07,Maharashtra,,
UEI-IMD-FL-1981-0071,1981-08-01,1981-08-07,Punjab,,7.0
UEI-IMD-FL-1981-0078,1981-08-01,1981-08-07,Uttar Pradesh,,95.0
UEI-IMD-FL-1981-0050,1981-08-04,1981-08-05,Maharashtra,,
UEI-IMD-FL-1981-0039,1981-08-05,1981-08-05,Madhya Pradesh,,5.0
UEI-IMD-FL-1981-0014,1981-08-07,1981-08-07,Gujarat,,
UEI-IMD-FL-1981-0024,1981-08-07,1981-08-07,Jammu and Kashmir,,
UEI-IMD-FL-1981-0021,1981-08-08,1981-08-14,Haryana,,4.0
UEI-IMD-FL-1981-0040,1981-08-08,1981-08-14,Madhya Pradesh,,
UEI-IMD-FL-1981-0051,1981-08-08,1981-08-09,Maharashtra,,
UEI-IMD-FL-1981-0015,1981-08-09,1981-08-09,Gujarat,,5.0
UEI-IMD-FL-1981-0041,1981-08-14,1981-08-15,Madhya Pradesh,,4.0
UEI-IMD-FL-1981-0027,1981-08-15,1981-08-21,Karnataka,,
UEI-IMD-FL-1981-0016,1981-08-16,1981-08-16,Gujarat,,2.0
UEI-IMD-FL-1981-0042,1981-08-16,1981-08-17,Madhya Pradesh,,
UEI-IMD-FL-1981-0052,1981-08-16,1981-08-16,Maharashtra,,
UEI-IMD-FL-1981-0035,1981-08-17,1981-08-17,Kerala,,1.0
UEI-IMD-FL-1981-0017,1981-08-19,1981-08-19,Gujarat,,1.0
UEI-IMD-FL-1981-0018,1981-08-19,1981-08-19,Gujarat,,
UEI-IMD-FL-1981-0019,1981-08-19,1981-08-19,Gujarat,,
UEI-IMD-FL-1981-0053,1981-08-22,1981-08-28,Maharashtra,,12.0
UEI-IMD-FL-1981-0079,1981-08-22,1981-08-28,Uttar Pradesh,,
UEI-IMD-FL-1981-0022,1981-08-29,1981-08-29,Himachal Pradesh,,
UEI-IMD-FL-1981-0028,1981-09-03,1981-09-03,Karnataka,,
UEI-IMD-FL-1981-0054,1981-09-07,1981-09-07,Maharashtra,,4.0
UEI-IMD-FL-1981-0080,1981-09-08,1981-09-28,Uttar Pradesh,,109.0
UEI-IMD-FL-1981-0001,1981-09-10,1981-09-10,Andhra Pradesh,,
UEI-IMD-FL-1981-0029,1981-09-10,1981-09-10,Karnataka,,2.0
UEI-IMD-FL-1981-0074,1981-09-11,1981-09-11,Tamil Nadu,,
UEI-IMD-FL-1981-0036,1981-09-15,1981-09-28,Kerala,,
UEI-IMD-FL-1981-0055,1981-09-15,1981-09-21,Maharashtra,,6.0
UEI-IMD-FL-1981-0056,1981-09-15,1981-09-21,Maharashtra,,26.0
UEI-IMD-FL-1981-0057,1981-09-15,1981-09-21,Maharashtra,,20.0
UEI-IMD-FL-1981-0002,1981-09-18,1981-09-19,Andhra Pradesh,,
UEI-IMD-FL-1981-0003,1981-09-22,1981-09-22,Andhra Pradesh,,15.0
